City ID,City Name,Timezone,Weather Condition,Weather Description,Temperature,Feels Like,Max Temperature,Min Temperature,Humidity,Cloud Coverage,Visibility,Wind Speed,Wind Direction,Atmospheric Pressure (hPa),Sea Level Pressure (hPa),Ground Level Pressure (hPa),Sunrise Time (Local),Sunset Time (Local),Latitude,Longitude
4142683,Glasgow,-4 UTC,Clouds,overcast clouds,26.53 °C,26.53 °C,27.98 °C,25.25 °C,43%,97%,10000 m,1.34 m/s,143°,1022,1022,1018,05:51 AM,08:07 PM,39.6048,-75.7452
4142766,Greenville,-4 UTC,Clouds,broken clouds,26.34 °C,26.34 °C,27.63 °C,25.36 °C,49%,77%,10000 m,1.79 m/s,203°,1022,1022,1014,05:50 AM,08:07 PM,39.779,-75.5983
4142841,Harrington,-4 UTC,Clouds,overcast clouds,26.07 °C,26.07 °C,26.65 °C,24.95 °C,50%,100%,10000 m,5.24 m/s,168°,1022,1022,1020,05:52 AM,08:05 PM,38.9237,-75.5777
4142942,Highland Acres,-4 UTC,Clouds,overcast clouds,25.15 °C,25.1 °C,26.7 °C,25 °C,53%,99%,10000 m,0.45 m/s,275°,1022,1022,1020,05:51 AM,08:05 PM,39.1209,-75.5219
4142969,Hockessin,-4 UTC,Clouds,overcast clouds,26.25 °C,26.25 °C,27.59 °C,25.32 °C,52%,90%,10000 m,1.79 m/s,203°,1022,1022,1012,05:50 AM,08:07 PM,39.7876,-75.6966
4143218,Kent Acres,-4 UTC,Clouds,overcast clouds,25.36 °C,25.31 °C,26.7 °C,25 °C,52%,99%,10000 m,0.45 m/s,275°,1022,1022,1020,05:51 AM,08:05 PM,39.1318,-75.5249
4143221,Kent County,-4 UTC,Clouds,overcast clouds,26.11 °C,26.11 °C,26.69 °C,24.99 °C,50%,100%,10000 m,0.45 m/s,275°,1022,1022,1020,05:51 AM,08:05 PM,39.0835,-75.5497
4143319,Laurel,-4 UTC,Clouds,overcast clouds,25.49 °C,25.71 °C,26.14 °C,23.93 °C,62%,100%,10000 m,5.29 m/s,159°,1022,1022,1020,05:53 AM,08:04 PM,38.5565,-75.5713
4143340,Lazy Lagoon Mobile Home Park,-4 UTC,Clouds,overcast clouds,21.97 °C,21.82 °C,24.98 °C,21.66 °C,61%,100%,10000 m,5 m/s,171°,1023,1023,1022,05:51 AM,08:02 PM,38.5026,-75.2335
4143354,Lewes,-4 UTC,Clouds,overcast clouds,23.09 °C,23.26 °C,25.59 °C,22.79 °C,69%,100%,10000 m,5.86 m/s,163°,1023,1023,1023,05:50 AM,08:03 PM,38.7746,-75.1394
4143459,Long Neck,-4 UTC,Clouds,overcast clouds,23.26 °C,23.44 °C,25.58 °C,22.78 °C,69%,100%,10000 m,5.24 m/s,173°,1022,1022,1022,05:51 AM,08:02 PM,38.6201,-75.1507
4143637,Middletown,-4 UTC,Clouds,overcast clouds,26.07 °C,26.07 °C,27.15 °C,25.52 °C,47%,100%,10000 m,2.24 m/s,301°,1022,1022,1021,05:51 AM,08:06 PM,39.4496,-75.7163
4143658,Milford,-4 UTC,Clouds,overcast clouds,25.78 °C,25.9 °C,26.16 °C,25.01 °C,57%,100%,10000 m,5.39 m/s,167°,1022,1022,1021,05:51 AM,08:04 PM,38.9126,-75.428
4143690,Millsboro,-4 UTC,Clouds,overcast clouds,25.05 °C,25.31 °C,26.12 °C,25 °C,65%,100%,10000 m,5.06 m/s,173°,1022,1022,1021,05:51 AM,08:03 PM,38.5915,-75.2913
4143698,Milton,-4 UTC,Clouds,overcast clouds,25.33 °C,25.59 °C,26.12 °C,25.01 °C,64%,100%,10000 m,2.68 m/s,197°,1022,1022,1021,05:51 AM,08:03 PM,38.7776,-75.3099
4143834,New Castle,-4 UTC,Clouds,broken clouds,26.83 °C,26.94 °C,28.27 °C,25.38 °C,44%,79%,10000 m,1.79 m/s,211°,1022,1022,1019,05:50 AM,08:06 PM,39.6621,-75.5663
4143835,New Castle County,-4 UTC,Clouds,broken clouds,26.21 °C,26.21 °C,27.54 °C,25.27 °C,50%,81%,10000 m,1.79 m/s,203°,1022,1022,1012,05:50 AM,08:07 PM,39.7918,-75.633
4143861,Newark,-4 UTC,Clouds,overcast clouds,26.51 °C,26.51 °C,28.07 °C,25.17 °C,49%,95%,10000 m,1.79 m/s,203°,1022,1022,1015,05:51 AM,08:07 PM,39.6837,-75.7497
4143871,Newport,-4 UTC,Clouds,broken clouds,26.64 °C,26.64 °C,28.08 °C,25.36 °C,48%,78%,10000 m,1.79 m/s,203°,1022,1022,1016,05:50 AM,08:07 PM,39.7137,-75.6094
4143897,North Star,-4 UTC,Clouds,overcast clouds,26.12 °C,26.12 °C,27.45 °C,25.18 °C,52%,93%,10000 m,1.79 m/s,203°,1022,1022,1012,05:50 AM,08:07 PM,39.7612,-75.7191
4144100,Pike Creek,-4 UTC,Clouds,overcast clouds,26.31 °C,26.31 °C,27.78 °C,25.05 °C,51%,90%,10000 m,1.79 m/s,203°,1022,1022,1014,05:50 AM,08:07 PM,39.7309,-75.7041
4144101,Pike Creek Valley,-4 UTC,Clouds,overcast clouds,26.21 °C,26.21 °C,27.67 °C,24.95 °C,51%,90%,10000 m,1.79 m/s,203°,1022,1022,1014,05:50 AM,08:07 PM,39.7362,-75.6983
4144284,Rehoboth Beach,-4 UTC,Clouds,overcast clouds,22.97 °C,23.15 °C,25.6 °C,22.8 °C,70%,100%,10000 m,5.73 m/s,165°,1023,1023,1023,05:50 AM,08:02 PM,38.721,-75.076
4144338,Riverview,-4 UTC,Clouds,overcast clouds,26.14 °C,26.14 °C,26.72 °C,25.02 °C,50%,100%,10000 m,5.09 m/s,165°,1022,1022,1020,05:51 AM,08:05 PM,39.0265,-75.5108
4144366,Rodney Village,-4 UTC,Clouds,overcast clouds,25.46 °C,25.42 °C,26.69 °C,24.99 °C,52%,99%,10000 m,0.45 m/s,275°,1022,1022,1020,05:51 AM,08:05 PM,39.1321,-75.5324
4144372,Rogers Development,-4 UTC,Clouds,overcast clouds,25.23 °C,25.48 °C,26.06 °C,24.95 °C,64%,100%,10000 m,0.45 m/s,203°,1022,1022,1021,05:52 AM,08:03 PM,38.701,-75.3641
4144600,Seaford,-4 UTC,Clouds,overcast clouds,25.54 °C,25.77 °C,26.13 °C,23.92 °C,62%,100%,10000 m,1.79 m/s,359°,1022,1022,1020,05:53 AM,08:04 PM,38.6412,-75.611
4144620,Selbyville,-4 UTC,Clouds,overcast clouds,21.66 °C,21.84 °C,22.75 °C,21.66 °C,75%,100%,10000 m,4.92 m/s,169°,1023,1023,1022,05:51 AM,08:02 PM,38.4604,-75.2207
4144764,Smyrna,-4 UTC,Clouds,overcast clouds,25.92 °C,25.9 °C,26.72 °C,25.02 °C,51%,100%,10000 m,4.47 m/s,146°,1022,1022,1021,05:51 AM,08:06 PM,39.2998,-75.6047
4144895,Sussex County,-4 UTC,Clouds,overcast clouds,25.46 °C,25.71 °C,26.06 °C,24.95 °C,63%,100%,10000 m,5.32 m/s,166°,1022,1022,1020,05:52 AM,08:03 PM,38.7001,-75.4163
4145047,Townsend,-4 UTC,Clouds,overcast clouds,25.93 °C,26.07 °C,27.14 °C,24.92 °C,57%,100%,10000 m,3.85 m/s,144°,1022,1022,1021,05:51 AM,08:06 PM,39.3951,-75.6916
4145381,Wilmington,-4 UTC,Clouds,broken clouds,26.86 °C,27.12 °C,28.32 °C,25.35 °C,47%,71%,10000 m,1.79 m/s,203°,1022,1022,1017,05:50 AM,08:06 PM,39.7459,-75.5466
4145395,Wilmington Manor,-4 UTC,Clouds,broken clouds,26.64 °C,26.64 °C,27.99 °C,25.31 °C,46%,79%,10000 m,1.79 m/s,211°,1022,1022,1017,05:50 AM,08:06 PM,39.6868,-75.5844
4145467,Woods Haven,-4 UTC,Clouds,overcast clouds,25.83 °C,25.93 °C,26.72 °C,25 °C,56%,100%,10000 m,5.4 m/s,166°,1022,1022,1021,05:51 AM,08:04 PM,38.9307,-75.4135
4145483,Wyoming,-4 UTC,Clouds,overcast clouds,25.93 °C,25.91 °C,26.69 °C,24.99 °C,51%,99%,10000 m,0.45 m/s,275°,1022,1022,1020,05:51 AM,08:05 PM,39.1182,-75.5588
4145709,Alachua,-4 UTC,Rain,heavy intensity rain,26.2 °C,26.2 °C,26.69 °C,24.84 °C,80%,100%,10000 m,0.89 m/s,240°,1013,1013,1010,06:38 AM,08:13 PM,29.7086,-82.3332
4145719,Alachua,-4 UTC,Rain,moderate rain,26.67 °C,29.02 °C,26.73 °C,24.88 °C,80%,97%,10000 m,0.89 m/s,240°,1013,1013,1010,06:38 AM,08:13 PM,29.7516,-82.4248
4145941,Altamonte Springs,-4 UTC,Clouds,overcast clouds,23.1 °C,23.74 °C,24.49 °C,21.62 °C,87%,100%,10000 m,1.79 m/s,138°,1014,1014,1012,06:36 AM,08:07 PM,28.6611,-81.3656
4145956,Alturas,-4 UTC,Clouds,overcast clouds,24.8 °C,25.79 °C,26.21 °C,23.77 °C,94%,100%,10000 m,1.34 m/s,202°,1014,1014,1010,06:39 AM,08:07 PM,27.8717,-81.7151
4145959,Alva,-4 UTC,Rain,moderate rain,23.15 °C,24.05 °C,25.01 °C,22.81 °C,97%,100%,10000 m,2.84 m/s,181°,1013,1013,1014,06:40 AM,08:05 PM,26.7156,-81.6101
4146039,Andover,-4 UTC,Clouds,overcast clouds,28.4 °C,32.94 °C,29.45 °C,27.23 °C,79%,100%,9168 m,3.13 m/s,135°,1014,1014,1014,06:36 AM,07:58 PM,25.9684,-80.2128
4146082,Anna Maria,-4 UTC,Clouds,broken clouds,26.76 °C,29.22 °C,27.81 °C,26.67 °C,80%,51%,10000 m,6.16 m/s,206°,1013,1013,1014,06:43 AM,08:10 PM,27.5312,-82.7334
4146148,Apalachicola,-4 UTC,Clear,clear sky,26.91 °C,28.78 °C,26.91 °C,26.91 °C,71%,5%,10000 m,5.16 m/s,219°,1013,1013,1013,06:48 AM,08:23 PM,29.7258,-84.9832
4146161,Apollo Beach,-4 UTC,Clouds,broken clouds,28.39 °C,32.07 °C,29.02 °C,26.7 °C,74%,68%,10000 m,0.89 m/s,161°,1013,1013,1013,06:42 AM,08:10 PM,27.7731,-82.4076
4146166,Apopka,-4 UTC,Clouds,overcast clouds,23.98 °C,24.78 °C,25 °C,21.59 °C,90%,100%,10000 m,1.34 m/s,209°,1014,1014,1011,06:36 AM,08:08 PM,28.6806,-81.5095
4146206,Arcadia,-4 UTC,Clouds,overcast clouds,26.16 °C,26.16 °C,27.15 °C,26.11 °C,82%,100%,10000 m,0.45 m/s,40°,1013,1013,1013,06:40 AM,08:06 PM,27.2159,-81.8584
4146219,Archer,-4 UTC,Clouds,overcast clouds,26.09 °C,26.09 °C,26.86 °C,25.01 °C,79%,100%,10000 m,4.32 m/s,188°,1013,1013,1011,06:39 AM,08:13 PM,29.53,-82.519
4146296,Arundel,-4 UTC,Clouds,overcast clouds,26.66 °C,26.66 °C,27.19 °C,26.65 °C,78%,100%,10000 m,5.02 m/s,137°,1014,1014,1015,06:34 AM,08:00 PM,27.0881,-80.2984
4146302,Asbury Lake,-4 UTC,Clouds,broken clouds,26.95 °C,29.36 °C,27.93 °C,26.01 °C,77%,84%,10000 m,1.34 m/s,164°,1013,1013,1011,06:35 AM,08:11 PM,30.0491,-81.8215
4146338,Astatula,-4 UTC,Clouds,overcast clouds,26.15 °C,26.15 °C,27.21 °C,23.37 °C,83%,100%,7094 m,1.34 m/s,0°,1014,1014,1011,06:37 AM,08:08 PM,28.7097,-81.7328
4146339,Astor,-4 UTC,Clouds,overcast clouds,24.86 °C,25.62 °C,25.56 °C,23.45 °C,85%,99%,7156 m,3.13 m/s,171°,1014,1014,1013,06:36 AM,08:08 PM,29.1625,-81.5254
4146354,Atlantic Beach,-4 UTC,Clouds,overcast clouds,26.71 °C,29.19 °C,27.84 °C,25.58 °C,81%,90%,10000 m,1.79 m/s,217°,1013,1013,1014,06:33 AM,08:10 PM,30.3344,-81.3987
4146372,Atlantis,-4 UTC,Clouds,overcast clouds,26.76 °C,29.14 °C,28.34 °C,26.1 °C,79%,100%,10000 m,6.71 m/s,148°,1014,1014,1015,06:34 AM,07:58 PM,26.5909,-80.1009
4146389,Auburndale,-4 UTC,Clouds,overcast clouds,24.91 °C,25.91 °C,26.21 °C,24.4 °C,94%,100%,10000 m,1.34 m/s,167°,1014,1014,1009,06:39 AM,08:08 PM,28.0653,-81.7887
4146429,Aventura,-4 UTC,Clouds,overcast clouds,28.26 °C,32.42 °C,29.45 °C,27.23 °C,78%,100%,10000 m,3.13 m/s,135°,1014,1014,1015,06:36 AM,07:57 PM,25.9565,-80.1392
4146440,Avon Park,-4 UTC,Clouds,overcast clouds,24.95 °C,25.9 °C,26.56 °C,24.95 °C,92%,100%,5258 m,5.17 m/s,165°,1014,1014,1011,06:38 AM,08:06 PM,27.5959,-81.5062
4146464,Azalea Park,-4 UTC,Clouds,overcast clouds,22.89 °C,23.69 °C,24.42 °C,21.05 °C,94%,100%,10000 m,1.79 m/s,220°,1014,1014,1012,06:36 AM,08:06 PM,28.5411,-81.3006
4146481,Babson Park,-4 UTC,Clouds,overcast clouds,23.8 °C,24.72 °C,25.6 °C,23.77 °C,95%,100%,8664 m,5.3 m/s,155°,1014,1014,1011,06:38 AM,08:06 PM,27.832,-81.5223
4146494,Bagdad,-5 UTC,Clouds,broken clouds,24.64 °C,24.96 °C,26.42 °C,23.33 °C,69%,61%,10000 m,3.13 m/s,22°,1012,1012,1009,05:55 AM,07:33 PM,30.5988,-87.0311
4146564,Bal Harbour,-4 UTC,Clouds,overcast clouds,28.01 °C,31.82 °C,29.45 °C,26.68 °C,78%,100%,10000 m,3.13 m/s,135°,1015,1015,1015,06:36 AM,07:57 PM,25.8918,-80.127
4146570,Baldwin,-4 UTC,Clouds,overcast clouds,26.6 °C,26.6 °C,27.64 °C,25.96 °C,77%,91%,10000 m,4.09 m/s,172°,1013,1013,1011,06:35 AM,08:12 PM,30.3027,-81.9754
4146587,Ballentine Manor,-4 UTC,Clouds,broken clouds,27.38 °C,28.41 °C,28.34 °C,26.12 °C,58%,84%,10000 m,1.34 m/s,207°,1013,1013,1013,06:43 AM,08:10 PM,27.4014,-82.5654
4146588,Balm,-4 UTC,Clouds,overcast clouds,28.34 °C,32.62 °C,29.31 °C,27.06 °C,78%,98%,8758 m,0.89 m/s,138°,1013,1013,1011,06:41 AM,08:09 PM,27.7595,-82.2612
4146723,Bartow,-4 UTC,Clouds,overcast clouds,25.53 °C,26.65 °C,27.21 °C,24.48 °C,96%,99%,10000 m,0.89 m/s,207°,1014,1014,1009,06:39 AM,08:07 PM,27.8964,-81.8431
4146810,Bay County,-5 UTC,Clear,clear sky,25.86 °C,26.36 °C,26.65 °C,24.95 °C,71%,0%,10000 m,3.58 m/s,264°,1013,1013,1012,05:50 AM,07:27 PM,30.2085,-85.6244
4146823,Bay Harbor Islands,-4 UTC,Clouds,overcast clouds,27.99 °C,31.77 °C,29.45 °C,26.68 °C,78%,100%,10000 m,3.13 m/s,135°,1015,1015,1015,06:36 AM,07:57 PM,25.8876,-80.1312
4146830,Bay Hill,-4 UTC,Clouds,overcast clouds,24.02 °C,24.91 °C,26.13 °C,22.7 °C,93%,100%,10000 m,1.34 m/s,127°,1014,1014,1011,06:37 AM,08:07 PM,28.4681,-81.5162
4146855,Bay Pines,-4 UTC,Clouds,broken clouds,27.39 °C,29.74 °C,28.89 °C,26.66 °C,72%,63%,10000 m,1.79 m/s,225°,1014,1014,1013,06:43 AM,08:11 PM,27.8142,-82.7782
4146885,Bayard,-4 UTC,Clouds,broken clouds,26.51 °C,26.51 °C,27.81 °C,25.55 °C,81%,77%,10000 m,4.72 m/s,152°,1013,1013,1013,06:34 AM,08:10 PM,30.1436,-81.5129
4146901,Bayonet Point,-4 UTC,Clouds,broken clouds,28.46 °C,32.06 °C,28.93 °C,27.19 °C,73%,60%,10000 m,0.89 m/s,261°,1013,1013,1013,06:42 AM,08:12 PM,28.3267,-82.6834
4146934,Bayshore Gardens,-4 UTC,Clouds,broken clouds,27.24 °C,27.93 °C,28.35 °C,26.14 °C,54%,70%,10000 m,6.61 m/s,201°,1013,1013,1014,06:43 AM,08:10 PM,27.4253,-82.5904
4146984,Beacon Square,-4 UTC,Clouds,broken clouds,28.07 °C,31.66 °C,28.95 °C,26.66 °C,76%,54%,10000 m,2.24 m/s,221°,1013,1013,1013,06:42 AM,08:12 PM,28.2086,-82.7554
4147145,Bee Ridge,-4 UTC,Clouds,overcast clouds,27.64 °C,29.13 °C,28.3 °C,26.08 °C,62%,99%,10000 m,2.68 m/s,256°,1013,1013,1014,06:43 AM,08:09 PM,27.2839,-82.4807
4147167,Beeghly Heights,-4 UTC,Clouds,overcast clouds,26.9 °C,29.09 °C,27.81 °C,25.53 °C,75%,100%,10000 m,0.89 m/s,168°,1013,1013,1013,06:34 AM,08:12 PM,30.4908,-81.674
4147241,Belle Glade,-4 UTC,Rain,heavy intensity rain,26.53 °C,26.53 °C,26.53 °C,26.53 °C,78%,100%,10000 m,5.18 m/s,135°,1014,1014,1015,06:36 AM,08:01 PM,26.6845,-80.6676
4147242,Belle Glade Camp,-4 UTC,Rain,heavy intensity rain,26.58 °C,26.58 °C,26.58 °C,26.58 °C,78%,100%,10000 m,5.1 m/s,138°,1014,1014,1015,06:37 AM,08:01 PM,26.6576,-80.6828
4147247,Belle Isle,-4 UTC,Clouds,overcast clouds,22.86 °C,23.66 °C,24.49 °C,21.06 °C,94%,100%,10000 m,1.79 m/s,152°,1014,1014,1011,06:36 AM,08:07 PM,28.4583,-81.3592
4147255,Belleair,-4 UTC,Clouds,broken clouds,27.28 °C,29.24 °C,28.39 °C,26.6 °C,69%,70%,10000 m,1.79 m/s,139°,1013,1013,1013,06:43 AM,08:11 PM,27.9359,-82.8062
4147257,Belleair Beach,-4 UTC,Clouds,broken clouds,27.28 °C,29.05 °C,28.89 °C,26.67 °C,67%,65%,10000 m,1.79 m/s,153°,1013,1013,1013,06:43 AM,08:12 PM,27.9231,-82.8432
4147258,Belleair Bluffs,-4 UTC,Clouds,broken clouds,27.25 °C,29.1 °C,28.39 °C,26.6 °C,68%,68%,10000 m,1.79 m/s,139°,1013,1013,1013,06:43 AM,08:11 PM,27.9214,-82.817
4147263,Belleview,-4 UTC,Clouds,overcast clouds,26.7 °C,28.94 °C,27.24 °C,26.06 °C,78%,98%,7415 m,1.79 m/s,179°,1014,1014,1011,06:38 AM,08:10 PM,29.0553,-82.0623
4147290,Bellview,-5 UTC,Clouds,broken clouds,23.93 °C,24.31 °C,25.06 °C,22.64 °C,74%,63%,10000 m,5.44 m/s,212°,1011,1011,1010,05:56 AM,07:34 PM,30.4616,-87.315
4147381,Bermont,-4 UTC,Clouds,overcast clouds,27.11 °C,30.5 °C,27.19 °C,26.6 °C,85%,100%,10000 m,3.53 m/s,179°,1013,1013,1014,06:40 AM,08:06 PM,26.9456,-81.7606
4147390,Berrydale,-5 UTC,Clouds,broken clouds,25.24 °C,25.86 °C,25.42 °C,23.71 °C,78%,82%,10000 m,3.24 m/s,214°,1012,1012,1005,05:54 AM,07:34 PM,30.8993,-87.0138
4147546,Betts,-5 UTC,Clouds,scattered clouds,26.56 °C,26.56 °C,26.56 °C,26.56 °C,63%,49%,10000 m,6.2 m/s,222°,1013,1013,1006,05:48 AM,07:26 PM,30.5377,-85.3933
4147581,Beverly Hills,-4 UTC,Clouds,overcast clouds,27.44 °C,29.83 °C,28.17 °C,26.07 °C,72%,100%,7818 m,4.56 m/s,198°,1014,1014,1011,06:40 AM,08:12 PM,28.9169,-82.4582
4147679,Big Coppitt Key,-4 UTC,Clouds,overcast clouds,27.78 °C,32.59 °C,30 °C,27.22 °C,87%,91%,10000 m,3.75 m/s,193°,1015,1015,1015,06:44 AM,08:01 PM,24.5965,-81.6601
4147801,Big Pine Key,-4 UTC,Clouds,overcast clouds,29.74 °C,36.61 °C,29.99 °C,28.88 °C,79%,94%,10000 m,2.24 m/s,201°,1015,1015,1015,06:43 AM,08:00 PM,24.6699,-81.354
4147988,Biscayne Park,-4 UTC,Clouds,overcast clouds,28 °C,31.95 °C,29.44 °C,26.67 °C,79%,100%,10000 m,3.13 m/s,135°,1014,1014,1015,06:36 AM,07:57 PM,25.8826,-80.1806
4148012,Bithlo,-4 UTC,Clouds,overcast clouds,22.01 °C,22.8 °C,22.81 °C,21 °C,97%,100%,10000 m,0.45 m/s,111°,1015,1015,1013,06:35 AM,08:06 PM,28.5547,-81.1065
4148053,Black Diamond,-4 UTC,Clouds,overcast clouds,27.45 °C,29.85 °C,28.21 °C,26.12 °C,72%,100%,7510 m,4.7 m/s,199°,1014,1014,1011,06:40 AM,08:12 PM,28.9125,-82.4859
4148207,Bloomingdale,-4 UTC,Clouds,overcast clouds,27.83 °C,31.12 °C,29.41 °C,26.61 °C,76%,97%,7207 m,1.34 m/s,190°,1014,1014,1011,06:41 AM,08:09 PM,27.8936,-82.2404
4148237,Blountstown,-5 UTC,Clear,clear sky,27.16 °C,28.78 °C,27.16 °C,27.16 °C,66%,8%,10000 m,4.03 m/s,203°,1013,1013,1007,05:47 AM,07:25 PM,30.4435,-85.0452
4148399,Boca Del Mar,-4 UTC,Clouds,overcast clouds,27.75 °C,31.91 °C,28.88 °C,26.68 °C,83%,100%,10000 m,3.58 m/s,122°,1014,1014,1015,06:35 AM,07:58 PM,26.3451,-80.1467
4148410,Boca Pointe,-4 UTC,Clouds,overcast clouds,27.78 °C,32.13 °C,28.88 °C,26.68 °C,84%,100%,10000 m,3.58 m/s,122°,1014,1014,1015,06:35 AM,07:58 PM,26.3331,-80.1595
4148411,Boca Raton,-4 UTC,Clouds,overcast clouds,27.65 °C,31.79 °C,27.8 °C,26.7 °C,84%,100%,10000 m,2.24 m/s,109°,1014,1014,1015,06:35 AM,07:58 PM,26.3587,-80.0831
4148504,Bokeelia,-4 UTC,Clouds,overcast clouds,24.84 °C,25.73 °C,25.56 °C,23.89 °C,90%,100%,10000 m,5.89 m/s,183°,1014,1014,1015,06:42 AM,08:07 PM,26.7056,-82.159
4148526,Bonifay,-5 UTC,Clouds,few clouds,27.67 °C,28.01 °C,27.67 °C,27.67 °C,49%,19%,10000 m,1.79 m/s,209°,1012,1012,1008,05:49 AM,07:28 PM,30.7919,-85.6796
4148533,Bonita Springs,-4 UTC,Clouds,overcast clouds,26.66 °C,26.66 °C,26.68 °C,23.88 °C,83%,100%,10000 m,0.89 m/s,332°,1015,1015,1014,06:42 AM,08:05 PM,26.3398,-81.7787
4148659,Bowling Green,-4 UTC,Clouds,overcast clouds,26.17 °C,26.17 °C,26.6 °C,26.17 °C,83%,100%,10000 m,4.79 m/s,164°,1014,1014,1010,06:39 AM,08:07 PM,27.6384,-81.824
4148674,Boyette,-4 UTC,Clouds,overcast clouds,27.98 °C,31.45 °C,29.34 °C,26.54 °C,76%,100%,5489 m,1.34 m/s,190°,1014,1014,1011,06:41 AM,08:09 PM,27.8175,-82.2226
4148677,Boynton Beach,-4 UTC,Clouds,overcast clouds,26.63 °C,26.63 °C,28.34 °C,26.1 °C,81%,100%,10000 m,1.79 m/s,109°,1014,1014,1015,06:34 AM,07:58 PM,26.5254,-80.0664
4148708,Bradenton,-4 UTC,Clouds,broken clouds,27.16 °C,28.36 °C,28.94 °C,26.15 °C,61%,65%,10000 m,2.24 m/s,140°,1014,1014,1014,06:43 AM,08:10 PM,27.4989,-82.5748
4148710,Bradenton Beach,-4 UTC,Clouds,broken clouds,26.8 °C,29.3 °C,28.34 °C,26.67 °C,80%,53%,10000 m,6.33 m/s,204°,1013,1013,1014,06:43 AM,08:10 PM,27.4679,-82.699
4148757,Brandon,-4 UTC,Clouds,overcast clouds,27.82 °C,30.96 °C,28.94 °C,26.62 °C,75%,93%,9843 m,2.24 m/s,179°,1014,1014,1011,06:41 AM,08:09 PM,27.9378,-82.2859
4148803,Brent,-5 UTC,Clouds,broken clouds,24 °C,24.36 °C,25.38 °C,22.6 °C,73%,68%,10000 m,0.89 m/s,331°,1011,1011,1010,05:56 AM,07:34 PM,30.4688,-87.2361
4148826,Brevard,-4 UTC,Rain,heavy intensity rain,21.39 °C,22.04 °C,22.25 °C,20.57 °C,94%,100%,10000 m,3.13 m/s,56°,1015,1015,1015,06:34 AM,08:04 PM,28.292,-80.7492
4148912,Bristol,-4 UTC,Clear,clear sky,27.32 °C,29.12 °C,27.32 °C,27.32 °C,67%,10%,10000 m,3.92 m/s,198°,1013,1013,1007,06:47 AM,08:25 PM,30.4321,-84.9758
4148944,Broadview Park,-4 UTC,Clouds,overcast clouds,28.63 °C,32.8 °C,29.43 °C,27.21 °C,75%,100%,5394 m,2.24 m/s,77°,1014,1014,1014,06:36 AM,07:58 PM,26.0995,-80.2087
4148957,Bronson,-4 UTC,Clouds,broken clouds,27.41 °C,30.21 °C,28.91 °C,26.61 °C,76%,81%,10000 m,4.71 m/s,204°,1013,1013,1012,06:40 AM,08:13 PM,29.4477,-82.6423
4148975,Brookridge,-4 UTC,Clouds,overcast clouds,28.07 °C,31.36 °C,28.84 °C,27.72 °C,74%,100%,10000 m,2.24 m/s,236°,1013,1013,1011,06:41 AM,08:11 PM,28.5511,-82.492
4148986,Brooksville,-4 UTC,Clouds,overcast clouds,27.71 °C,30.6 °C,28.65 °C,27.53 °C,74%,100%,10000 m,4.14 m/s,185°,1014,1014,1010,06:40 AM,08:11 PM,28.5553,-82.3879
4149007,Broward,-4 UTC,Clouds,overcast clouds,29.13 °C,31.1 °C,29.43 °C,28.88 °C,59%,100%,10000 m,3.13 m/s,117°,1014,1014,1014,06:37 AM,07:59 PM,26.1504,-80.4831
4149010,Broward Estates,-4 UTC,Clouds,overcast clouds,28.56 °C,33.36 °C,29.44 °C,27.23 °C,79%,100%,6732 m,2.24 m/s,77°,1014,1014,1015,06:36 AM,07:58 PM,26.1256,-80.1934
4149077,Brownsville,-4 UTC,Clouds,overcast clouds,28.24 °C,32.88 °C,29.44 °C,27.22 °C,81%,100%,10000 m,3.13 m/s,135°,1014,1014,1014,06:36 AM,07:58 PM,25.8218,-80.2412
4149226,Buckhead Ridge,-4 UTC,Rain,heavy intensity rain,25.77 °C,26.6 °C,25.77 °C,25.77 °C,84%,100%,10000 m,5.56 m/s,136°,1014,1014,1015,06:37 AM,08:02 PM,27.1303,-80.8937
4149241,Buckingham,-4 UTC,Clouds,overcast clouds,24.16 °C,25.14 °C,25.03 °C,23.36 °C,96%,100%,10000 m,3 m/s,186°,1013,1013,1014,06:41 AM,08:05 PM,26.6751,-81.732
4149269,Buenaventura Lakes,-4 UTC,Clouds,overcast clouds,22.46 °C,23.14 °C,23.99 °C,21.66 °C,91%,100%,10000 m,5.78 m/s,152°,1014,1014,1012,06:36 AM,08:06 PM,28.3358,-81.3531
4149342,Bunche Park,-4 UTC,Clouds,overcast clouds,28.23 °C,32.51 °C,29.45 °C,27.23 °C,79%,100%,10000 m,3.13 m/s,135°,1014,1014,1014,06:36 AM,07:58 PM,25.9206,-80.237
4149363,Bunnell,-4 UTC,Clouds,overcast clouds,24.69 °C,25.3 °C,25.58 °C,23.3 °C,80%,100%,10000 m,0.89 m/s,220°,1015,1015,1014,06:34 AM,08:08 PM,29.4661,-81.2578
4149412,Burnt Store Marina,-4 UTC,Clouds,overcast clouds,25.66 °C,26.58 °C,27.25 °C,23.88 °C,88%,100%,10000 m,4.71 m/s,183°,1014,1014,1014,06:42 AM,08:06 PM,26.7651,-82.0509
4149433,Bushnell,-4 UTC,Clouds,overcast clouds,27.16 °C,29.31 °C,27.23 °C,27.16 °C,72%,98%,10000 m,4.65 m/s,159°,1014,1014,1011,06:39 AM,08:10 PM,28.665,-82.1129
